OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
637658b5020dfe8b2e6f61151140186a,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Spumellaria,Hexalonchidae,Hexacontium,
be489906bd9d2446289ff8e7181880f1,Eukaryota,Excavata_Discoba_Euglenozoa,Kinetoplastea,Neobodonida,Rhynchomonadidae,Rhynchomonas,Rhynchomonas_sp.
bbbc920ff62a096176b1b5fc445cfc6e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
a3c4dbfc3f09dc43a40bd83280246941,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
c215ae91cec1cadccff8905970ab4499,Eukaryota,TSAR_Rhizaria_Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,RAD-B_X_Group-Ic_X_sp.
16f524639d5448102a18fa0794c383bf,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
9ce292f2fa330702fb3cdd73a672ca4a,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
0279975b0491154e15cc63aaba1b0742,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
7d3b0d40713e58abeb2aae1c6b08e776,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
70729276e93a6454963d759ead878d61,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,,,
9164dfcab0fba4f75db8c0381d460927,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp.
b227582aeaddb7c48197aa31d0bff45d,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_diadema-1
f86df98c10256437b849dd0fdedd45c8,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema_marinoi
92c6d1666aff331106076fde843ee0d2,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-23,Dino-Group-II-Clade-23_X,Dino-Group-II-Clade-23_X_sp.
bb37a4c197378309d70338a49fb06c0c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
29dad69640b806e70d9ad84dfb4b81b4,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,,,,
b5134b8e2d219314b11a55ff86f93896,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,,
fa3f95dcc9e5a677379121f9968b2f9c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
4369cca3ac4223aa25bd1b9fe218b0ee,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
94e792373cb6d17259e2a4da338ed922,Eukaryota,TSAR_Stramenopiles_Gyrista,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciellales_X,Florenciellales_X_sp.
1fdd7965e32ee2ab62a9e34b23b08830,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
c3287f7649ba6f19aeb8b79b069bfc9c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
bc6dbfadb9b2715d9ef4364d3bc1556f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
b68d0b85704e5a6203790c2a01c06c38,Eukaryota,TSAR_Stramenopiles_Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.
e4221351b0483774f14e4a5345598d9b,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
e0fcb492182ed3f6f7d47951ddee6bc1,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
8dd2607df662263db944eb896ea5ab7e,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Spumellaria,Spumellaria_6,Spumellaria_6_X,Spumellaria_6_X_sp.
219aff4418c428f8082839f8599ef398,Eukaryota,Cryptista_Cryptophyta_Cryptophyta_X,Cryptophyceae,Cryptophyceae-Basal-1,Cryptophyceae-Basal-1_X,Cryptophyceae-Basal-1_XX,Cryptophyceae-Basal-1_XX_sp.
8af597fa72e4dcfa2052bbbd4cecd86c,Eukaryota,TSAR_Stramenopiles_Bigyra,Sagenista,Sagenista_X,MAST-7,MAST-7A,MAST-7A_sp.
257b719ac4ec73c73951f760a35d2be9,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
265b4c7caa546aeae058736f4326cafd,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
3eb2250f8ab8e59544ae1bffb06dc11a,Eukaryota,TSAR_Alveolata_Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Cyclotrichium,Cyclotrichium_sp.
5173155b3e30efbcf729ffb6ef24638c,Eukaryota,TSAR_Stramenopiles_Gyrista,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_speculum
4cff70feb1e81d04e77039b97b8f01b1,Eukaryota,TSAR_Stramenopiles_Bigyra,Sagenista,Labyrinthulomycetes,Labyrinthulomycetes_LAB14,Labyrinthulomycetes_LAB14_X,Labyrinthulomycetes_LAB14_X_sp.
d94048b62ef78a93ca57d818ee6ed7c3,Eukaryota,TSAR_Stramenopiles_Bigyra,Sagenista,Sagenista_X,MAST-7,MAST-7A,MAST-7A_sp.
2cb145dfb8c90ea42b61f4f9908fd876,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
aa12e91655d46778f4bed7a6493d5261,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Spumellaria,Hexalonchidae,Stigmostylus,Stigmostylus_ferrusi
ea3390620c3429f77ca86be85f1e4476,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Saccharomyces,
98d9aad58097dab53fa595463384bcfa,Eukaryota,TSAR_Rhizaria_Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.
086a14dac1c205c64abd631812fb15b4,Eukaryota,TSAR_Alveolata_Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
540d15b470e3f1e2b92c37e87f5fa96c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
32836daf456cd8e106a5e0295956b3b6,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Tintinnidae_X,Tintinnidae_X_sp.
6d395c6ffa6afc4a8fb9050706b07615,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
0ce2290bf59decb3c3579a6d7ca08cf3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ba240fd6aed6a3920fdff1d87fd25c5c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyta_X,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta_XXXX_sp.
fd8ad97f7b8d7f188b78647cb7d800c7,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.
8eddcdbcfdb2ec9dff42a9f68c92970b,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.
cc7ce78e174b3365bbbbdce30f21d7ca,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
434a25c12578703836210be80e370f13,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.
90293630f9ed87d9ea536f6d052158f4,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
771ab9ec06d9e50e2b99d9bc8f1684cf,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
7cf771b7e5f95b23aa3034abed200487,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Ankistrodinium,Ankistrodinium_semilunatum
d08dbcaeb0fb6bdee6be7a0f6f3c462f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,
4a08211f91559b40d7084e6d5a3fe403,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
144a516e519c548b1ee94abb121a0b00,Eukaryota,Archaeplastida_Chlorophyta_Chlorophyta_X,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis_sp.
6d15f1fb49a2fd67b60fc3ce14857457,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,,,
09225d850cf1e100aa9937619610e639,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Oryza,Oryza_sativa
9e871ac0109b53f6a7b271167424623e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
03e1a62df98987674e82b096a73c2152,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida,Choreotrichida_X,Choreotrichida_XX,Choreotrichida_XX_sp.
9400971137ffbc378c6a5599ee2c2d39,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp.
17e06fa8a7393b954dd4b9ffbb1f0387,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Syndiniales_X,Syndiniales_XX,Syndiniales_XXX,Syndiniales_XXX_sp.
29b7919a0eed1228056c4b0228409834,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3L,MAST-3L_sp.
9b48c16e8481f2dd034787373d862de1,Eukaryota,TSAR_Rhizaria_Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,Bigelowiella,Bigelowiella_natans
182c33dd2ae38a02c0aab4e2e78d07bd,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
5aa0869be44f898580959a9617532e4f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,,,,
a05e45448f37df3668d7ae1b327b0d7f,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.
0c33c7217f3135673292962311917aa6,Eukaryota,TSAR_Rhizaria_Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.
f8d826c5fab51b9741758962811fc911,Eukaryota,TSAR_Alveolata_Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
39f70dedc7557abb068b271de0240ac4,Eukaryota,TSAR_Alveolata_Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora_sp.
b2c4ede3522798bf7382e7f72db4329e,Eukaryota,TSAR_Telonemia_Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.
3ffa75bf942744c650dc85ec1e9b2c9e,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.
6a23954c051849d62b74d0ce21cde794,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
d8f39a11bf5320e9906185385d02f8a6,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.
c630d89dc7984d4b1a26ebbb5d152684,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
e1d4a2a4da9d2950dd0a498c7f9b435c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.
c4abc5a9b9b4277bcbab3e1807c6ce5a,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21_X_sp.
7d568e281b376516174f2e33e3d882e7,Eukaryota,TSAR_Stramenopiles_Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.
bd3d1d8d4af8e0302a87cf40e1dea2ab,Eukaryota,TSAR_Alveolata_Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.
8b69e3ec565505be96c61136b99a5aef,Eukaryota,TSAR_Rhizaria_Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.
a39f9921082bbbf91713b296e50af959,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3F,MAST-3F_sp.
bbd660bf14c58b6ff8baaef2e16c0d0d,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,,
eca8ec32d0c650674b0abb706ccf38ee,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
b33ba77cd97dbd5aa7d599d4582d64f2,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
e0f2959aed677f965486889ac6e69d56,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3I,MAST-3I_sp.
9df3db4f962d5174838bfb19cdadfb84,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.
fc21aca9218330291f73d924d1c4a91c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ee2bf10587375e26ca03276d14f73ecb,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophysales,Dinophysaceae,Dinophysis,
69a7c72ef8961c69b0c227db5b2abcfe,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
473e850155aa30b11cb6db776439bef7,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.
6126bef426bf943fbaa20e9c9a2bc8d3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
bed1ef28d2ff8c794d8baa04d38cd7ad,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,Dino-Group-II-Clade-9_X_sp.
adab95272b316d5e20270d5d9736a835,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_sp.
aea6e798a73b3cc5cdd162c870ddd1b3,Eukaryota,TSAR_Alveolata_Dinoflagellata,,,,,
4272d3a5b461d5c1e2491c152cc2d948,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
7afb4afc719366edeada2f3dfd57ac39,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3I,MAST-3I_sp.
1a1a2b0f165fa4ca7f61cc63cd910943,Eukaryota,Excavata_Discoba_Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.
c2231ca649ff87ec5c46148530c3d3b6,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
bcb29226db58eb4e38f57dba3d8f4cbb,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21_X_sp.
e3a0adfdb8653811c185f95bd4303b94,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Rappephyceae,Pavlomulinales,Pavlomulinaceae,Pavlomulina,Pavlomulina_ranunculiformis
f88ffac226a830926577acc22c7b7d84,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp.
5b4ed19e5b6db3270b64620e54ede0de,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Haptophyta_Clade_HAP5,Haptophyta_Clade_HAP5_X,Haptophyta_Clade_HAP5_XX,Haptophyta_Clade_HAP5_XXX,Haptophyta_Clade_HAP5_XXX_sp.
3dafedbe0ddf8df2e6b6a2e1d68e660c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
9afb472eae9837db10af0facd32005c4,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.
67658ead7873489185917b1868a658c7,Eukaryota,TSAR_Rhizaria_Radiolaria,RAD-A,RAD-A_X,RAD-A_Xa,RAD-A_Xa_X,RAD-A_Xa_X_sp.
bef5284acfa0aadf49876922a6b1931e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-39,Dino-Group-II-Clade-39_X,Dino-Group-II-Clade-39_X_sp.
1f65a4544c2adc5ed778791ec9334368,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
3dd841bf07d3e2a038c6a1e5e6cc9259,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_mala
aa4fc14e9bb7635f9ef1516c74f0e079,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
028637d21ba448eaaa14c964870cb93e,Eukaryota,Obazoa_Opisthokonta_Opisthokonta_X,Opisthokonta_XX,Opisthokonta_XXX,Opisthokonta_XXXX,Opisthokonta_XXXXX,Opisthokonta_XXXXX_sp.
102ea7ea89f51aa423338cce19de4c2e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.
1b81037c29097e8fafa84f9ba106a27b,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-38,Dino-Group-II-Clade-38_X,Dino-Group-II-Clade-38_X_sp.
7c2ff73601494946b0a5b119ac8760cb,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
6f7ac9385138e7bac292d90572c92863,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.
1b06373fdb2655c58d4f5b01ea7d54c6,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-35,Dino-Group-II-Clade-35_X,Dino-Group-II-Clade-35_X_sp.
a9ac4fb08d28f83ccc12cef762bbdeec,Eukaryota,TSAR_Rhizaria_Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,Bigelowiella,
f08d47ed2416978393d00898d00ca1a9,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
ab45eda01580b1f559595b4ea0fc8633,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,,
fbc9dffa3995d4e8c7b15b0813031307,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.
f2e9f0ce4af8bd38fb0ad163e993414a,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Nassellaria,Artostrobiidae,,
869c926c0e852bd2870b3438a746c9bc,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_scutellum
230f3e82a647b84dcca894319a0dc580,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
f93c314f63ae56707debc6bc8aa274b3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
29f817cb797f0e0b61ef72e6dc3bc1bf,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rehmannia,Rehmannia_glutinosa
7105ecb19b1e8d28f86c905e3a4c0235,Eukaryota,Obazoa_Opisthokonta_Ichthyosporea,Ichthyophonida,Abeoformidae,Abeoformidae_Group_MAIP_2,Abeoformidae_Group_MAIP_2_X,Abeoformidae_Group_MAIP_2_X_sp.
a5209d7964444162be1876c63b7d2382,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ea080e5237c9534437cb13b03425579f,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,,
771a8694ceafedcc3954bc59f6089dd8,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
18162965e8f84c0fdf61c2c9508bf9b3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
42ba2e7b318c1e114f2e1c8c10733bb6,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,,
8774aeacb9388193926392845eca317f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Podolampadaceae,Blepharocysta,
31e2fc763f57cc56a946ee35930ec3f8,Eukaryota,Obazoa_Opisthokonta_Choanoflagellata,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.
773caf422e27e4aeb7e547e2e8d877b1,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.
506b6d8951450d9398f5df9553ee7ad8,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,Dino-Group-II-Clade-9_X_sp.
64081d6ccc4c5c1a3030610aac0cc3ed,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Calcihaptophycidae,Chrysoculteraceae,Chrysoculter,Chrysoculter_rhomboideus
6624469bf608d1b1f30aeefd4ada4b10,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,Dino-Group-II-Clade-9_X_sp.
